__小生__,35176,2220858,本田|奥德赛|2018款 2.4L 豪华版,5,4,5,甘肃,兰州,2018-08,24.68,8.0,空间及其灵活性,隔音
kakakJ,35134,2342328,本田|奥德赛|2018款 2.4L 至尊版,4,3,4,河北,廊坊,2018-11,29,-1.0,空间够用，外观，,噪音真的是太大了，储物空间太少了，还有就是这个价位可以给个远程启动吧，CarPlay也没有，
荡漾的春心,35134,2295883,本田|奥德赛|2018款 2.4L 至尊版,5,3,3,河南,开封,2018-08,29,-1.0,乘坐空间,隔音，轻微异响
lixia0813,34614,2111712,大众|朗逸|2018款 1.5L 自动舒适版,5,3,4,湖南,娄底,2018-07,13.7,8.5,车子的操控性，相当不错。空间也大，外观，非常漂亮，很耐看。,要说最不满意的话，就是夜间倒车灯只有一个。还有就是车子的动力，偏弱，里面塑料感太强！没有倒车影视。
涡轮蒸鸭四点零,35177,2302527,本田|奥德赛|2018款 2.4L 智享版,5,5,5,北京,北京,2018-09,24.58,10.0,第二排空间，常规四座，早晨送孩子上学相当于移动的大床。,太噪，隔音。
小马静亭,34614,2134633,大众|朗逸|2018款 1.5L 自动舒适版,5,4,2,云南,曲靖,2018-07,13.5,7.2,最满意的就是外观跟空间吧,噪音有些大了，要得改进
花果山的老司机,34614,2155765,大众|朗逸|2018款 1.5L 自动舒适版,5,4,5,湖南,长沙,2018-07,13.29,7.5,空间，隔音。,暂时还没有。
ak6aer2j8,34614,2160184,大众|朗逸|2018款 1.5L 自动舒适版,5,4,5,江苏,苏州,2018-08,12.49,5.0,空间超大，油耗合理，新款造型时尚，动力也很足。,储物格设计的有点鸡肋，一般手机还真的放不下去，估计也就只能放个苹果5S了，对于现在的大屏幕手机来说基本没啥用。
有一个美丽的老女2018,34614,2164837,大众|朗逸|2018款 1.5L 自动舒适版,5,4,5,江苏,徐州,2018-07,13.88,7.0,外观好看，符合年轻人审美。,内饰塑料太多了吧，然后后座中央的突起太高了，影响乘坐体验。
afc36ab,34614,2172739,大众|朗逸|2018款 1.5L 自动舒适版,5,5,5,河北,廊坊,2018-08,12.99,6.5,外型漂亮颜值高，内部空间非常宽敞，后备箱很大，最新款式。,价位略高，目前没有不满意的地方
曦曦是好人啊,34614,2211333,大众|朗逸|2018款 1.5L 自动舒适版,5,4,5,湖南,株洲,2018-07,13.09,6.5,购车我比较注重整体的舒适性，个人觉得一辆车在驾驶过程中舒适性是最重要的，这个和价钱无关，如果达不到驾驶者的满意，即使购买了可能后期也不想开，因为车子使用年限都很长，那舒适性就更需要一个保障了。朗逸给我的总舒适度就很满意，一个是宽敞的空间，一个是仿皮座椅包裹性很强，整体驾驶过程的感觉都很满意。,车刚提，才开了600公里，暂时还没发现不满意的地方。
明天后天123,34614,2215527,大众|朗逸|2018款 1.5L 自动舒适版,5,5,4,山东,日照,2018-06,13.7,-1.0,我这车买的时候，经过多方打探，各种询问，最终选了他，家人都喜欢，空间大,引擎盖支架没有以前的上档次，不是一键启动
lijunfan123,34614,2219696,大众|朗逸|2018款 1.5L 自动舒适版,5,5,5,湖南,长沙,2018-09,12.79,6.0,外观好看，座椅舒适，隔音效果不错。,内饰多点软材料更有档次。
危多多,34614,2222375,大众|朗逸|2018款 1.5L 自动舒适版,5,5,4,重庆,重庆,2018-05,14.29,7.0,"舒适度，方向盘握感，合在一起的时候，开车感觉很舒服，不容易疲劳
led灯照出去很爽",不是带t的，动力稍微有点不足
木木九日汤圆鱼丸,34614,2222863,大众|朗逸|2018款 1.5L 自动舒适版,5,4,4,山东,济宁,2018-09,13.29,7.5,最满意的地方还是这款车的驾驶感不错，就是整体开着很好开，整车控制起来也是很轻松的，我是新手搭配自动挡来说真是太完美了。,后悬架是非独立的有点遗憾，其他都是满意的状态。
青春馆911,34614,2250382,大众|朗逸|2018款 1.5L 自动舒适版,5,5,5,广西,贵港,2018-08,13.49,8.0,最满意就是外观了，很喜欢PLUS的造型，买车前看论坛看照片对比真是看了一遍哟一遍,价格有点虚高，但是配置也丰富了
卞光周,34614,2257287,大众|朗逸|2018款 1.5L 自动舒适版,4,4,3,安徽,六安,2018-09,12.99,5.8,外形 大众的口碑 汽车保质,贷款还必须有稳定的工作
时间像把杀猪刀,34614,2258561,大众|朗逸|2018款 1.5L 自动舒适版,5,5,4,河北,廊坊,2018-09,11.99,7.4,颜值高内部空间大，后排座椅宽敞长时间坐车也不觉得累,目前还没有，不满意的地方
皮皮鲁启示录,34614,2260966,大众|朗逸|2018款 1.5L 自动舒适版,5,5,5,山东,滨州,2018-10,12.69,-1.0,最满意的就是它的油耗，很低，很不错！,最不满意的就是内饰过于简单化，没有时尚感。
飞扬聆听,34614,2292160,大众|朗逸|2018款 1.5L 自动舒适版,5,5,5,河北,石家庄,2018-08,12.2,7.0,空间，动力，外观时尚，省油，以及品牌,只有内饰
胡什么扯,34614,2306712,大众|朗逸|2018款 1.5L 自动舒适版,4,4,4,江苏,徐州,2018-11,12.29,-1.0,空间很好,后排有隆起，中间坐人不舒服
侢見青春1,34614,2312557,大众|朗逸|2018款 1.5L 自动舒适版,5,5,4,江苏,扬州,2018-11,12.75,10.0,轿车有轿车的好处，底盘虽然低点。但是开着很稳。外观时尚，车漆很厚实，老婆刚考了驾照，所以买个质量好点的，毕竟老婆也要开。,油耗不低，要10个油耗。还有内饰看着不高档，之前买的价位差不多的X7国产车，内饰看着档次都高一些，就是朗逸这个车内饰款式没能跟上潮流，要加强。
花红满楼,34614,2320496,大众|朗逸|2018款 1.5L 自动舒适版,5,4,5,江西,九江,2018-11,12.29,7.5,现在是看脸的时代，最让我满意的外在就是它外观的设计，感觉挺有大气范，开着也是挺敞亮有面子感。,当时新车的异味有一点，后来处理之后也就不怎么有味了。
刘深情,34614,2321045,大众|朗逸|2018款 1.5L 自动舒适版,5,5,4,江苏,淮安,2018-10,12,-1.0,外形好看，安全可靠，性价比比较高,动力稍微差一点，起步有点肉
yangdazhi,34614,2322499,大众|朗逸|2018款 1.5L 自动舒适版,4,4,4,山东,临沂,2018-06,13,6.0,空间不错，外形很漂亮,动力不是很足，但是家庭用够用
呦唏噶,34614,2117898,大众|朗逸|2018款 1.5L 自动舒适版,5,5,5,山西,大同,2018-07,12.99,8.5,空间，空间，空间，重要的事要说三遍，真的很大，我175，媳妇165，一家人坐在一起毫无压力,目前还没有，如果有，目前优惠不算特别大吧
我的天空752,35177,2198795,本田|奥德赛|2018款 2.4L 智享版,5,5,5,黑龙江,哈尔滨,2018-07,24,13.0,它的百变座椅真的舒服，虽然比gL8小但是空间一点不小，价格也非常有优势，关键是后期保养这快，买车也得好好想想后期的一些费用，买一款小毛病少的车也是很省心的，,就是悬挂有点硬
黄昏的心伤,35177,2174830,本田|奥德赛|2018款 2.4L 智享版,5,3,5,江苏,徐州,2018-08,26.1,8.1,最满意就是坐椅舒服和油耗。,车漆太薄，车皮太薄，底盘隔音太差，
ZeroHao69,35177,2256853,本田|奥德赛|2018款 2.4L 智享版,5,5,2,广东,深圳,2018-08,25.88,13.0,最满意的就是这台车的舒适性，还改良了个双天窗，让坐在后排的乘客赏心悦目,最不满意的就是中控屏幕，尺寸小，功能少
ao5h2pqj3,35177,2262647,本田|奥德赛|2018款 2.4L 智享版,5,5,5,北京,北京,2018-09,25.78,9.0,空间 操控,无
萝卜阿拉,35177,2381760,本田|奥德赛|2018款 2.4L 智享版,5,3,5,广东,广州,2019-01,26,8.8,舒适度，空间,油箱容积太小，感觉总是要加油
陳潇嚣,35177,2412332,本田|奥德赛|2018款 2.4L 智享版,4,5,5,山东,东营,2019-01,25.28,6.2,驾驶空间和乘坐空间大，省油，能装很多东西,车门和后备箱门都挺轻的需要使劲关，不然容易关不死。
Mr张紫琦,35177,2414608,本田|奥德赛|2018款 2.4L 智享版,4,3,5,陕西,西安,2018-12,25.48,9.0,油耗 空间,隔音 避震
买一台商务旅行全国,35177,2432400,本田|奥德赛|2018款 2.4L 智享版,4,3,4,河南,郑州,2018-09,26,10.0,首先最满意的肯定是空间，主要是第二排和第三排座椅舒适性好，为什么没说第一排舒服，我觉得前排座椅可以再加长一点，毕竟长途开车大腿还是需要更好的承托性。第二排在四座模式下几乎无敌，躺坐随心所欲。第三排的座椅的舒适性也不错，对比过其他mpv，空间不是最大但是最舒适的，唯一缺点就是横向空间有点挤，冬天穿棉袄坐三个成年人还是有压力的。,"后备箱空间太小，满载出门很担心行李太多，第三排收起来后备箱空间是很无敌，但是我还要坐人啊～
再有就是隔音真心差，时速一百以内隔音可以，超过一百就真心和十万的车差不多。另外1.8吨的车重也不知道重在什么地方了，自重大对加速和油耗也不友好。
另外我觉得mpv价格是真心高，奥德赛小三十，GL8小四十，贵士塞纳五六十，外观还跟大面包似的，路上开小奔驰宝马的不一定有钱，开塞纳埃尔法面包车的是真有钱～"
释然来也,35177,2189243,本田|奥德赛|2018款 2.4L 智享版,4,4,5,江苏,南京,2018-09,25.4,10.0,这个不用多说了，肯定是第二排座椅啊，舒服舒坦。还有就是销售员小吴同学服务很好，服务很到位，南京有要买车的可以找他。,后背箱啊，满座只能放下2到3个登机箱。
naixun,35177,2145967,本田|奥德赛|2018款 2.4L 智享版,5,5,4,广东,肇庆,2018-08,25.23,11.4,当然乘坐的舒适度，买这车就为这个用法,真本田，隔音真的不太好，硬塑料比较多甘觉比较平价。
不结巴,35177,2190094,本田|奥德赛|2018款 2.4L 智享版,3,5,5,北京,北京,2018-08,26,-1.0,空间！尤其是4座模式,其实其他方面还可以，包括所谓的噪音！只是油箱偏小！加满一箱油才300元！才300元
水钢琴第一帅,35177,2208097,本田|奥德赛|2018款 2.4L 智享版,5,3,5,北京,北京,2018-09,25.48,9.0,空间可以，座椅很舒服！我这个价格纯裸车，税好像是21000多，上牌190，保险5000多，如果在4s店上应该是11000多起步，,日本车的通病这车都有 开门的时候不小心碰到了台阶 直接把漆磕没了。都说本田是买车送车壳，这次深深的领悟到了！原车的灯！原车的灯！还不如家里之前的09的rav4亮，晚上在高速上只能跟着前车跑，原车灯太差了！不是一般的差！晚上下雨的时候跑国道我根本不敢超60迈，高速上也不敢超90，平时开别的车两个小时的高速，这个我用了三个小时……
佛爷奶,35177,2257788,本田|奥德赛|2018款 2.4L 智享版,5,5,5,广东,珠海,2018-08,25.88,10.8,油耗方面，百公里10.6的样子可以接受，因为上一台车是2016款夏朗，做对比，夏朗是好车方方面面的好，但是换奥德赛因为车内空间大，省油，外观前卫，一次买了两辆！双边电动门！没有异响！,1.关车门，要大力关车门才可以关紧，要不关不上。2.没有电动尾门，比较失望，关上费力。3.最为严重的隔音诟病其实已经得到了2018款前面的改进，改进了很多，但是还是希望再好一些！3雷达系统不如大众奥迪宝马的车准和机警，每次快撞到才有反应！4.汽车系统已经很好用，但是还是希望改成苹果系统carplay好用！5发动机仓下面没有护板？？？？为什么？打开机舱，直接看到地面！？6.近光灯都是Led（高配）可是远光灯为什么是卤素灯？
az3ejc5a4,35177,2311557,本田|奥德赛|2018款 2.4L 智享版,5,5,4,广东,广州,2018-11,24.78,13.0,最满意的就是空间了，座椅舒适性，还有18款的雾灯设计～音响的音质之前看论坛和评论一直说奥德赛的音质比较差就是听个响，本人是音乐发烧友，车还没提就交了钱去改音响，回来提了车回来，发现并没有那么差，还不错，就把改音响的钱退了。开车时比较嘈杂，音响音质真的够用了，就算搞个发烧级别，那么吵估计也是浪费。,最不满意底盘确实会硬一些。走铺装路面非常舒适。
40407_1,35177,2415179,本田|奥德赛|2018款 2.4L 智享版,5,5,5,四川,成都,2019-01,24.6,9.6,"最满意的地方是灵活的座椅布局，超级vip4座模式，以及无敌的空间 2,4的排量能做到9,6的油耗很惊喜意外",最不满意的地方胎噪大不说，原车的倒车影像和360影像摄像头就tmd和汽配城几十块配的成像效果差不多，新车味道较大
sheep173,35177,2286365,本田|奥德赛|2018款 2.4L 智享版,3,5,3,北京,北京,2018-09,25.38,9.9,空间大，因为是家里第二辆7座车，所以车内空间是重点考察项目，尤其是第三排的乘坐空间，不仅大，而且靠背角度可以调，坐时间长了也不会不舒服。,车内一些看不到的地方还有挺粗糙的，得说日系车企真的是会做生意，看得见的地方都及格，看不见的地方就有一些惨不忍睹。
小欣和芊芊和妧妧,35177,2395556,本田|奥德赛|2018款 2.4L 智享版,5,5,4,河南,郑州,2018-12,24.78,-1.0,动力顺滑，上车方便，乘坐空间够大舒适，配置实用，外观漂亮,自动驻车每次手动开启，隔音较差，底盘不够紧实
WookWook,35177,2356875,本田|奥德赛|2018款 2.4L 智享版,5,3,5,广东,深圳,2018-09,25.8,10.8,空间大，现在基本都是四座模式，空间无敌，家里人直接车上就给孩子换尿不湿了，外观年轻，省油！,1：隔音真垃圾，时速60就吵得不行；2：车漆薄如纸，轻轻剐蹭直接见底漆；3：内饰廉价，塑料件卡位不准，缝隙大；4：新车气味大，现在都每天白天都开窗通风；5：异响多，就是那种很细微的“嗞嗞嗞”声，开久了烦心。
琪珊组合,35177,2397727,本田|奥德赛|2018款 2.4L 智享版,4,4,5,山东,青岛,2018-12,25.08,10.0,空间很敞亮，能想到的“体位”基本都能实现，别想多了哈。外观家人都觉得好看，挺大气，18款轮毂确实很上档次。油耗目前10个左右，最低8.5（不堵车平路匀速60）,倒车无力，倒个马路牙子都上不去，需要油门加大缓冲上去。轮毂隔音不理想，小石子打到轮内护板没有高级车的闷声，像打在铁皮上。后备箱打开第三排就很有限了。再说个小小的不满意就是远光，首先灯光高度很低，照不远，第二确实太不亮了。后期有银子再折腾吧。
moses8213,35177,2402716,本田|奥德赛|2018款 2.4L 智享版,5,4,5,湖北,武汉,2019-01,24.68,11.8,空间,停车不方便
赛神仙jmx,35178,2264419,本田|奥德赛|2018款 2.4L 尊享版,5,4,4,山东,淄博,2018-08,26.7,9.5,较低的地板，老人孩子上下车比较安全，空间比较大，日系省心小毛病少,车漆较薄，这个价位隔音差点，门框还是焊接的
不是尚尚,35178,2241447,本田|奥德赛|2018款 2.4L 尊享版,5,4,4,广东,湛江,2018-09,27.48,10.5,首先是奥德赛的空间布局，太完美，小孩做第二排一个安全座椅，阿姨在旁边照顾，老婆坐副驾，其他家人坐在第三排，当然多数时间都是大四座模式，还有就是油耗，这么重这么大一台车，平均油耗才10，可能首保之后还会下降,新车气味有点大，提车到现在差不多一个月了，还是有味，隔音还可以接受，就是音响太差，在车上只能听音频节目，不敢听歌??
驹桥,35176,2399629,本田|奥德赛|2018款 2.4L 豪华版,5,5,5,山西,太原,2018-12,22.68,8.2,1手感还是很不错，有开小车的感觉，操控嘛本人也算老驾驶员了只能说容易上手，在mpv里面很是看好；2油耗不错后面会上图片综合油耗8.2，市里面不谈油耗路况不一样，就是1.2的排量也能上10多个；3空间我觉得老驾驶员肯定都爱；4座椅大爱舒服，5还有二排双电动侧滑门。,隔音差了点还能接受，最讨厌走有石子的路面了，石子弹起来给敲锣是的，还是铁皮锣，没有一点高级感觉，如果是坐在后面睡觉还以为是10多万的车车；灯光只有后期加装了；城市开没问题，高速路、省道路老家的上路真不太适合奥德赛了，说的漏风我也中招了不刻意感受到没事小风、小风，显示屏幕小了点，功能也少了点，讨厌的什么手机互联映射就是没说明，问了客服说安卓系统只是Htc手机能支持。
申城的浪子,35176,2204487,本田|奥德赛|2018款 2.4L 豪华版,4,5,5,上海,上海,2018-08,23.48,9.7,空间，油耗。\n整车比我上一款车发现神行长了30厘米，但是却可以三排坐六个人毫无压力，原来的侧方停车位照样可以停车。其主要是牺牲了车头的长度，个人还是比较喜欢的，车头短转弯更好转。\n油耗就不多说了，日系车的优势，但是这么大的一个车仅10个油不到还是给人非常大的惊喜的。,隔音\n论坛里一直说它隔音效果不好，之前是半信半疑，因为有打专车打到过奥德赛觉得还好，现在使用下来后可以体会到应该是专车没有上速度的缘故，基本高速上行驶和开着窗的隔音效果差不多。
蔚檬,37389,2442083,奥迪|奥迪A6L|2018款 TFSI 典藏版,5,4,5,江苏,无锡,2019-01,30.8,8.2,外观时尚耐看，个人感觉这款车是A6L最耐看的一款，比最新款还好看，灯厂的确名不虚传。空间大，后排葛优躺没问题。,后排凸起太高，座椅皮质太硬，包裹性太差和雷克萨斯座椅的舒适性没法比。储物空间太少，手机都没地方放，只能放在杯架中。
as2zsy57j,34614,2327722,大众|朗逸|2018款 1.5L 自动舒适版,5,5,4,山东,济南,2018-11,12.59,8.0,空间还有外观，配置挺高的。,悬架偏硬点
LIYANGZC,34614,2322533,大众|朗逸|2018款 1.5L 自动舒适版,5,5,5,山东,济南,2018-11,12.39,7.0,1：油耗比较低?2：外观比较好看3：比较时尚4：空间适中,后悬架有点硬，后面地台凸起有点高
Lj56789,34614,2341522,大众|朗逸|2018款 1.5L 自动舒适版,4,3,3,贵州,贵阳,2018-10,13.12,5.6,车子空间大，外观帅气，底盘高，大灯非常亮。,出库开车时座位下面有点响声，倒车入库时也有点响声，去4S店检查说是正常的，但是行车过程中这种响声还没发现，不知车友们有这种感觉没有，可能我是新手的原因吧！
春天的苗,34614,2344329,大众|朗逸|2018款 1.5L 自动舒适版,5,5,4,湖南,邵阳,2018-12,13,-1.0,空间大，配置合适，性价比高,暂时没发现，不然也不会选择他了，嘿嘿
纸短情长啊啊啊,34614,2118134,大众|朗逸|2018款 1.5L 自动舒适版,5,5,4,湖南,怀化,2018-07,13.69,9.8,最满意的是车子的颜值和空间,暂时没有
萌城男神,34614,2120962,大众|朗逸|2018款 1.5L 自动舒适版,5,5,4,山东,济宁,2018-06,14.5,7.5,外形好看大气，空间大，性价比高。,车内有异味，不知道是座椅还是内饰有味，估计是新车缘故。。。
Freedamn,34614,2122171,大众|朗逸|2018款 1.5L 自动舒适版,5,4,5,安徽,黄山,2018-06,13.6,7.5,性价比高，外观大气,胎噪比较大
明哥先生,34614,2147200,大众|朗逸|2018款 1.5L 自动舒适版,5,4,4,山西,阳泉,2018-07,12.79,10.0,外观，LED灯,硬塑料，减配，动力弱，还有一个问题转速有的时候轻轻一踩会上3000。。前大灯里有雾气，价格太高，别看裸车，得看落地
ae9j2fwz7,34614,2249656,大众|朗逸|2018款 1.5L 自动舒适版,5,4,4,山东,日照,2018-07,14.9,8.0,外观漂亮，后备箱空间大，后排座椅宽敞，其他还有一些小细节吧,油耗是8个油吧，我感觉是高了，但是我朋友说还可以吧，毕竟这么大的车
李卡特教练聚一聚,34614,2243691,大众|朗逸|2018款 1.5L 自动舒适版,5,4,4,湖南,益阳,2018-10,13,5.5,很喜欢大众的外观，精致简单,仪表台不开大灯就不亮，有一个自动刹车功能，也很不好用，离很远就刹车，有一个自动熄火的功能，也不好用
马美鹏666,34614,2254409,大众|朗逸|2018款 1.5L 自动舒适版,5,5,5,山西,太原,2018-10,12,7.0,我这次选车动力上一定要好才行，1.5动力搭配6速变速箱也算完美组合了，而且这个组合给我感觉就各种踏实，有了这些自己再拿英朗对比最后还去选择了朗逸，其实两车各有各好处，只能说自己比较喜欢朗逸一些吧，配置上肯定配，也完全符合自己预算，就这样我选车路终于被朗逸终止了，最后选来选去还选择了自己比较满意车型——朗逸Plus！！！,没有前雷达！一键启动
童帅哥,34614,2254423,大众|朗逸|2018款 1.5L 自动舒适版,5,4,4,湖北,黄冈,2018-10,12.99,8.0,最满意的地方就是大灯，很漂亮，但是自己开车看不到！,动力，动力，最想吐槽的地方，感觉好肉，不能急加油门，加了也只能听到发动机的声音，速度提不起来！慢慢加油就感觉还好！
哼哼最馋小龙虾,34614,2257056,大众|朗逸|2018款 1.5L 自动舒适版,5,4,5,浙江,绍兴,2018-10,14,8.0,整体无缺陷，没毛病，没有优点，也没有缺点，百搭的车,动力有点点肉，代步可以，跑高速有点吃力
aw2eqa38p,34614,2258973,大众|朗逸|2018款 1.5L 自动舒适版,5,4,4,上海,上海,2018-10,12.87,7.5,最满意的是外观，很漂亮。油耗也低，驾驶起来很灵活,最不满意的地方就是起步比较慢，可能就开过别人的好车。哈哈哈哈 毕竟自己能力有限…
最初的梦想111111,34614,2345899,大众|朗逸|2018款 1.5L 自动舒适版,5,4,4,山西,临汾,2018-11,12,-1.0,外观时尚，符合年轻人气质，电子手刹，自动驻车方便实用,起步加速有点慢
梅香含雪,34614,2361284,大众|朗逸|2018款 1.5L 自动舒适版,5,4,5,山东,济南,2018-08,12.68,7.0,一是外观大气，尤其是led大灯，太漂亮了。其次是三大件成熟可靠，开着放心。,中控屏太小，天窗太小，换挡偶尔会顿挫下。
沈骏午,34614,2362850,大众|朗逸|2018款 1.5L 自动舒适版,5,4,4,安徽,铜陵,2018-11,12.9,6.9,油耗低 外观大气 空间大 LED大灯,1.5L动力略显不足 内饰塑料感比较强
aa2b4rfee,34614,2365465,大众|朗逸|2018款 1.5L 自动舒适版,5,5,4,江苏,南通,2018-12,12.29,7.0,最满意的就是外观比较时尚，对得起A级之王的称号，大灯LED的很亮,不满意的就是悬挂，比较硬，后排中间突起严重，中间的人坐起来不舒服
ap5sfd,34614,2420340,大众|朗逸|2018款 1.5L 自动舒适版,5,4,3,陕西,西安,2018-12,11.89,7.1,外观，内饰，配置满分。**挺高，,没有倒车影像，动力略弱，噪音有些大，目前油耗高
awx和良天下,34614,2419875,大众|朗逸|2018款 1.5L 自动舒适版,5,5,5,江西,上饶,2019-01,12.19,6.3,行驶平稳，开车时很安静，没有噪音，油耗也很低，不到5毛的油耗,动力是1.5L的，还是觉得提速有点不够
ahj3e5rgy,34614,2428507,大众|朗逸|2018款 1.5L 自动舒适版,5,5,4,河南,郑州,2019-01,11.8,8.2,性价比高，空间很舒适，LED大灯，电子手刹等各方面都很满意,没有定速巡航，老是感觉开起来主驾驶门有点跑风。
za51tr3g,34614,2432889,大众|朗逸|2018款 1.5L 自动舒适版,4,4,4,安徽,合肥,2018-08,12.29,7.5,车子的空间最满意，后排已经成为小家伙的私家花园了！各种玩具都堆满了！,中间的屏幕有点小，如果可以再一些就好了，但是清晰度真的很棒，晚上倒车很方便。
